Time,CashRate,InterbankOvernightCashRate,CashRate_ReturnTotalIndex
21-Jan-2016,2.00,2.00,117.134958
22-Jan-2016,2.00,2.00,117.154213
25-Jan-2016,2.00,2.00,117.167052
27-Jan-2016,2.00,2.00,117.173472
28-Jan-2016,2.00,2.00,117.179892
29-Jan-2016,2.00,2.00,117.199155
01-Feb-2016,2.00,2.00,117.205577
02-Feb-2016,2.00,2.00,117.211999
03-Feb-2016,2.00,2.00,117.218421
04-Feb-2016,2.00,2.00,117.224844
05-Feb-2016,2.00,2.00,117.244114
08-Feb-2016,2.00,2.00,117.250539
09-Feb-2016,2.00,2.00,117.256963
10-Feb-2016,2.00,2.00,117.263388
11-Feb-2016,2.00,2.00,117.269814
12-Feb-2016,2.00,2.00,117.289091
15-Feb-2016,2.00,2.00,117.295518
16-Feb-2016,2.00,2.00,117.301945
17-Feb-2016,2.00,2.00,117.308372
18-Feb-2016,2.00,2.00,117.314800
19-Feb-2016,2.00,2.00,117.334085
22-Feb-2016,2.00,2.00,117.340514
23-Feb-2016,2.00,2.00,117.346944
24-Feb-2016,2.00,2.00,117.353374
25-Feb-2016,2.00,2.00,117.359804
26-Feb-2016,2.00,2.00,117.379096
29-Feb-2016,2.00,2.00,117.385528
01-Mar-2016,2.00,2.00,117.391960
02-Mar-2016,2.00,2.00,117.398392
03-Mar-2016,2.00,2.00,117.404825
04-Mar-2016,2.00,2.00,117.424124
07-Mar-2016,2.00,2.00,117.430559
08-Mar-2016,2.00,2.00,117.436993
09-Mar-2016,2.00,2.00,117.443428
10-Mar-2016,2.00,2.00,117.449863
11-Mar-2016,2.00,2.00,117.469170
14-Mar-2016,2.00,2.00,117.475607
15-Mar-2016,2.00,2.00,117.482044
16-Mar-2016,2.00,2.00,117.488481
17-Mar-2016,2.00,2.00,117.494919
18-Mar-2016,2.00,2.00,117.514233
21-Mar-2016,2.00,2.00,117.520672
22-Mar-2016,2.00,2.00,117.527112
23-Mar-2016,2.00,2.00,117.533552
24-Mar-2016,2.00,2.00,117.565753
29-Mar-2016,2.00,2.00,117.572195
30-Mar-2016,2.00,2.00,117.578637
31-Mar-2016,2.00,2.00,117.585080
01-Apr-2016,2.00,2.00,117.604409
04-Apr-2016,2.00,2.00,117.610853
05-Apr-2016,2.00,2.00,117.617297
06-Apr-2016,2.00,2.00,117.623742
07-Apr-2016,2.00,2.00,117.630187
08-Apr-2016,2.00,2.00,117.649524
11-Apr-2016,2.00,2.00,117.655970
12-Apr-2016,2.00,2.00,117.662417
13-Apr-2016,2.00,2.00,117.668864
14-Apr-2016,2.00,2.00,117.675312
15-Apr-2016,2.00,2.00,117.694656
18-Apr-2016,2.00,2.00,117.701105
19-Apr-2016,2.00,2.00,117.707554
20-Apr-2016,2.00,2.00,117.714004
21-Apr-2016,2.00,2.00,117.720454
22-Apr-2016,2.00,2.00,117.746256
26-Apr-2016,2.00,2.00,117.752708
27-Apr-2016,2.00,2.00,117.759160
28-Apr-2016,2.00,2.00,117.765612
29-Apr-2016,2.00,2.00,117.784971
02-May-2016,2.00,2.00,117.791425
03-May-2016,2.00,2.00,117.797879
04-May-2016,1.75,1.75,117.803527
05-May-2016,1.75,1.75,117.809175
06-May-2016,1.75,1.75,117.826120
09-May-2016,1.75,1.75,117.831770
10-May-2016,1.75,1.75,117.837419
11-May-2016,1.75,1.75,117.843069
12-May-2016,1.75,1.75,117.848719
13-May-2016,1.75,1.75,117.865670
16-May-2016,1.75,1.75,117.871321
17-May-2016,1.75,1.75,117.876972
18-May-2016,1.75,1.75,117.882624
19-May-2016,1.75,1.75,117.888276
20-May-2016,1.75,1.75,117.905232
23-May-2016,1.75,1.75,117.910885
24-May-2016,1.75,1.75,117.916539
25-May-2016,1.75,1.75,117.922192
26-May-2016,1.75,1.75,117.927846
27-May-2016,1.75,1.75,117.944808
30-May-2016,1.75,1.75,117.950463
31-May-2016,1.75,1.75,117.956118
01-Jun-2016,1.75,1.75,117.961774
02-Jun-2016,1.75,1.75,117.967429
03-Jun-2016,1.75,1.75,117.984397
06-Jun-2016,1.75,1.75,117.990054
07-Jun-2016,1.75,1.75,117.995711
08-Jun-2016,1.75,1.75,118.001368
09-Jun-2016,1.75,1.75,118.007026
10-Jun-2016,1.75,1.75,118.029657
14-Jun-2016,1.75,1.75,118.035316
15-Jun-2016,1.75,1.75,118.040976
16-Jun-2016,1.75,1.75,118.046635
17-Jun-2016,1.75,1.75,118.063614
20-Jun-2016,1.75,1.75,118.069275
21-Jun-2016,1.75,1.75,118.074936
22-Jun-2016,1.75,1.75,118.080597
23-Jun-2016,1.75,1.75,118.086258
24-Jun-2016,1.75,1.75,118.103243
27-Jun-2016,1.75,1.75,118.108906
28-Jun-2016,1.75,1.75,118.114569
29-Jun-2016,1.75,1.75,118.120232
30-Jun-2016,1.75,1.75,118.125895
01-Jul-2016,1.75,1.75,118.142886
04-Jul-2016,1.75,1.75,118.148550
05-Jul-2016,1.75,1.75,118.154215
06-Jul-2016,1.75,1.75,118.159880
07-Jul-2016,1.75,1.75,118.165545
08-Jul-2016,1.75,1.75,118.182541
11-Jul-2016,1.75,1.75,118.188208
12-Jul-2016,1.75,1.75,118.193874
13-Jul-2016,1.75,1.75,118.199541
14-Jul-2016,1.75,1.75,118.205208
15-Jul-2016,1.75,1.75,118.222210
18-Jul-2016,1.75,1.75,118.227878
19-Jul-2016,1.75,1.75,118.233547
20-Jul-2016,1.75,1.75,118.239216
21-Jul-2016,1.75,1.75,118.244885
22-Jul-2016,1.75,1.75,118.261892
25-Jul-2016,1.75,1.75,118.267562
26-Jul-2016,1.75,1.75,118.273233
27-Jul-2016,1.75,1.75,118.278903
28-Jul-2016,1.75,1.75,118.284574
29-Jul-2016,1.75,1.75,118.301588
01-Aug-2016,1.75,1.75,118.307260
02-Aug-2016,1.75,1.75,118.312932
03-Aug-2016,1.50,1.50,118.317794
04-Aug-2016,1.50,1.50,118.322657
05-Aug-2016,1.50,1.50,118.337244
08-Aug-2016,1.50,1.50,118.342108
09-Aug-2016,1.50,1.50,118.346971
10-Aug-2016,1.50,1.50,118.351835
11-Aug-2016,1.50,1.50,118.356698
12-Aug-2016,1.50,1.50,118.371290
15-Aug-2016,1.50,1.50,118.376155
16-Aug-2016,1.50,1.50,118.381020
17-Aug-2016,1.50,1.50,118.385885
18-Aug-2016,1.50,1.50,118.390750
19-Aug-2016,1.50,1.50,118.405346
22-Aug-2016,1.50,1.50,118.410212
23-Aug-2016,1.50,1.50,118.415078
24-Aug-2016,1.50,1.50,118.419944
25-Aug-2016,1.50,1.50,118.424811
26-Aug-2016,1.50,1.50,118.439411
29-Aug-2016,1.50,1.50,118.444279
30-Aug-2016,1.50,1.50,118.449146
31-Aug-2016,1.50,1.50,118.454014
01-Sep-2016,1.50,1.50,118.458882
02-Sep-2016,1.50,1.50,118.473486
05-Sep-2016,1.50,1.50,118.478355
06-Sep-2016,1.50,1.50,118.483224
07-Sep-2016,1.50,1.50,118.488093
08-Sep-2016,1.50,1.50,118.492963
09-Sep-2016,1.50,1.50,118.507571
12-Sep-2016,1.50,1.50,118.512442
13-Sep-2016,1.50,1.50,118.517312
14-Sep-2016,1.50,1.50,118.522183
15-Sep-2016,1.50,1.50,118.527053
16-Sep-2016,1.50,1.50,118.541666
19-Sep-2016,1.50,1.50,118.546538
20-Sep-2016,1.50,1.50,118.551410
21-Sep-2016,1.50,1.50,118.556282
22-Sep-2016,1.50,1.50,118.561154
23-Sep-2016,1.50,1.50,118.575771
26-Sep-2016,1.50,1.50,118.580644
27-Sep-2016,1.50,1.50,118.585517
28-Sep-2016,1.50,1.50,118.590390
29-Sep-2016,1.50,1.50,118.595264
30-Sep-2016,1.50,1.50,118.609885
03-Oct-2016,1.50,1.50,118.614760
04-Oct-2016,1.50,1.50,118.619634
05-Oct-2016,1.50,1.50,118.624509
06-Oct-2016,1.50,1.50,118.629384
07-Oct-2016,1.50,1.50,118.644010
10-Oct-2016,1.50,1.50,118.648885
11-Oct-2016,1.50,1.50,118.653761
12-Oct-2016,1.50,1.50,118.658638
13-Oct-2016,1.50,1.50,118.663514
14-Oct-2016,1.50,1.50,118.678144
17-Oct-2016,1.50,1.50,118.683021
18-Oct-2016,1.50,1.50,118.687898
19-Oct-2016,1.50,1.50,118.692776
20-Oct-2016,1.50,1.50,118.697654
21-Oct-2016,1.50,1.50,118.712288
24-Oct-2016,1.50,1.50,118.717166
25-Oct-2016,1.50,1.50,118.722045
26-Oct-2016,1.50,1.50,118.726924
27-Oct-2016,1.50,1.50,118.731803
28-Oct-2016,1.50,1.50,118.746441
31-Oct-2016,1.50,1.50,118.751321
01-Nov-2016,1.50,1.50,118.756202
02-Nov-2016,1.50,1.50,118.761082
03-Nov-2016,1.50,1.50,118.765962
04-Nov-2016,1.50,1.50,118.780605
07-Nov-2016,1.50,1.50,118.785486
08-Nov-2016,1.50,1.50,118.790368
09-Nov-2016,1.50,1.50,118.795250
10-Nov-2016,1.50,1.50,118.800132
11-Nov-2016,1.50,1.50,118.814778
14-Nov-2016,1.50,1.50,118.819661
15-Nov-2016,1.50,1.50,118.824544
16-Nov-2016,1.50,1.50,118.829427
17-Nov-2016,1.50,1.50,118.834311
18-Nov-2016,1.50,1.50,118.848961
21-Nov-2016,1.50,1.50,118.853846
22-Nov-2016,1.50,1.50,118.858730
23-Nov-2016,1.50,1.50,118.863615
24-Nov-2016,1.50,1.50,118.868499
25-Nov-2016,1.50,1.50,118.883154
28-Nov-2016,1.50,1.50,118.888040
29-Nov-2016,1.50,1.50,118.892926
30-Nov-2016,1.50,1.50,118.897812
01-Dec-2016,1.50,1.50,118.902698
02-Dec-2016,1.50,1.50,118.917357
05-Dec-2016,1.50,1.50,118.922244
06-Dec-2016,1.50,1.50,118.927132
07-Dec-2016,1.50,1.50,118.932019
08-Dec-2016,1.50,1.50,118.936907
09-Dec-2016,1.50,1.50,118.951570
12-Dec-2016,1.50,1.50,118.956459
13-Dec-2016,1.50,1.50,118.961347
14-Dec-2016,1.50,1.50,118.966236
15-Dec-2016,1.50,1.50,118.971125
16-Dec-2016,1.50,1.50,118.985793
19-Dec-2016,1.50,1.50,118.990682
20-Dec-2016,1.50,1.50,118.995573
21-Dec-2016,1.50,1.50,119.000463
22-Dec-2016,1.50,1.50,119.005353
23-Dec-2016,1.50,1.50,119.029806
28-Dec-2016,1.50,1.50,119.034698
29-Dec-2016,1.50,1.50,119.039590
30-Dec-2016,1.50,1.50,119.059158
03-Jan-2017,1.50,1.50,119.064051
04-Jan-2017,1.50,1.50,119.068944
05-Jan-2017,1.50,1.50,119.073837
06-Jan-2017,1.50,1.50,119.088517
09-Jan-2017,1.50,1.50,119.093411
10-Jan-2017,1.50,1.50,119.098306
11-Jan-2017,1.50,1.50,119.103200
12-Jan-2017,1.50,1.50,119.108095
13-Jan-2017,1.50,1.50,119.122779
16-Jan-2017,1.50,1.50,119.127675
17-Jan-2017,1.50,1.50,119.132570
18-Jan-2017,1.50,1.50,119.137466
19-Jan-2017,1.50,1.50,119.142362
20-Jan-2017,1.50,1.50,119.157051
23-Jan-2017,1.50,1.50,119.161948
24-Jan-2017,1.50,1.50,119.166845
25-Jan-2017,1.50,1.50,119.176640
27-Jan-2017,1.50,1.50,119.191333
30-Jan-2017,1.50,1.50,119.196231
31-Jan-2017,1.50,1.50,119.201129
01-Feb-2017,1.50,1.50,119.206028
02-Feb-2017,1.50,1.50,119.210927
03-Feb-2017,1.50,1.50,119.225624
06-Feb-2017,1.50,1.50,119.230524
07-Feb-2017,1.50,1.50,119.235424
08-Feb-2017,1.50,1.50,119.240324
09-Feb-2017,1.50,1.50,119.245224
10-Feb-2017,1.50,1.50,119.259926
13-Feb-2017,1.50,1.50,119.264827
14-Feb-2017,1.50,1.50,119.269728
15-Feb-2017,1.50,1.50,119.274629
16-Feb-2017,1.50,1.50,119.279531
17-Feb-2017,1.50,1.50,119.294237
20-Feb-2017,1.50,1.50,119.299139
21-Feb-2017,1.50,1.50,119.304042
22-Feb-2017,1.50,1.50,119.308945
23-Feb-2017,1.50,1.50,119.313848
24-Feb-2017,1.50,1.50,119.328558
27-Feb-2017,1.50,1.50,119.333462
28-Feb-2017,1.50,1.50,119.338366
01-Mar-2017,1.50,1.50,119.343270
02-Mar-2017,1.50,1.50,119.348175
03-Mar-2017,1.50,1.50,119.362889
06-Mar-2017,1.50,1.50,119.367794
07-Mar-2017,1.50,1.50,119.372700
08-Mar-2017,1.50,1.50,119.377606
09-Mar-2017,1.50,1.50,119.382512
10-Mar-2017,1.50,1.50,119.397230
13-Mar-2017,1.50,1.50,119.402137
14-Mar-2017,1.50,1.50,119.407044
15-Mar-2017,1.50,1.50,119.411951
16-Mar-2017,1.50,1.50,119.416858
17-Mar-2017,1.50,1.50,119.431581
20-Mar-2017,1.50,1.50,119.436489
21-Mar-2017,1.50,1.50,119.441397
22-Mar-2017,1.50,1.50,119.446306
23-Mar-2017,1.50,1.50,119.451215
24-Mar-2017,1.50,1.50,119.465941
27-Mar-2017,1.50,1.50,119.470851
28-Mar-2017,1.50,1.50,119.475761
